Gene_ID	LNCaP_1	LNCaP_2
CEP250	7.23103	7.92526
ALB	0	0.154439
OSBPL3	0.574589	0.493779
TEX22	0.306921	0.292912
MACF1	7.63386	7.44042
LRRC17	0	0.0706949
GAP43	0.165565	0.0527238
MZT2A	135.857	133.015
BMP15	0	0
GPR128	0	0
VAV2	9.72668	9.11267
LATS1	6.22874	5.45614
CEACAM5	0	0.0359338
DEFB116	0	0
FNDC1	0	0.00649213
A1CF	0.00438641	0
DDX58	0.856445	1.11967
MORF4L2	108.627	110.797
LRBA	32.7062	35.7589
C12orf77	0	0
ART4	0	0
DMRTC1B	0	0
MRAP2	0	0
AXL	0.00878733	0.0168172
PEX10	33.1057	31.7664
ATG3	27.4155	29.3079
IPO8	12.7294	14.8537
MS4A8	0.241199	0.0774392
ASIC4	0	0
USH2A	0	0
E2F2	0.438735	0.524809
CHGB	0	0.0436457
SERPINH1	0.200655	0.369902
OR6C3	0	0
SEMA4G	1.06453	1.34322
ZFP69	0.0150861	0.0816815
PNISR	10.1276	9.46542
MRM1	3.97134	3.87263
KAT2A	35.9694	34.0494
SRSF2	52.5779	43.0819
C19orf69	0	0
AP002353.1	0	0
PINX1	6.63647	7.54811
MX2	0	0.0405184
ZNF625	5.51616	5.49197
CMTM6	14.5392	14.44
EFNA4	9.27218	7.24332
RAB44	0	0
PRM2	0	0
STK11	26.1537	23.0562
ARGLU1	30.7187	19.9937
IL27RA	0.277116	0.202224
SLC22A4	0.0609437	0.0581813
MFSD3	25.6455	24.9338
NEUROD6	0	0
LECT2	0	0
FUCA2	5.26444	4.59558
AL161645.2	0	0
MAP1S	30.6356	35.0536
XPOT	106.717	109.634
MED28	3.38996	3.4851
FOXRED2	25.1297	24.177
KCTD16	0.0192021	0.0027354
WBSCR22	68.0359	71.3235
NEK11	1.09591	0.919499
PLEK2	0.710428	0.703051
SLITRK2	0	0
NPHS2	0	0
SLC25A36	17.7759	19.2056
GATM	0.221541	0.194326
FGF16	0	0
IFT20	16.9593	20.5356
RCC1	28.3614	26.3825
ARL10	0.348351	1.01987
HIPK4	0.0179801	0
LMNA	41.6808	41.2648
RPS3A	1245.69	1283.2
NPHS1	0	0
TRAPPC2P1	8.85988	8.76017
TUSC5	0	0
CLLU1	0	0
XCL2	0	0
AKR1E2	0	0
MIS18A	7.21028	7.1199
PDCD10	24.0986	24.5448
KLB	0.168864	0.122352
HSFX1	0.03475	0.0663688
CDC25B	8.02291	8.04455
MIF	827.348	831.408
PDK2	8.90773	10.2777
GSTP1	0.178122	0.107942
PTPRCAP	0.843566	0.880146
NAA35	8.81075	10.6714
C3orf20	0	0
CLEC18C	0.141401	0.105025
FAM153B	0.0162976	0
CACNA1A	0	0
ROM1	1.83593	2.10439
SMARCD3	5.02059	5.41313
CD81	193.608	182.906
AC110781.3	0	0
S100A7L2	0	0
PARD6G	1.51626	1.44616
CCDC89	0.0181799	0.0173521
LRRTM3	0.192031	0.183128
EMC4	86.5141	87.5151
SLC38A11	0	0
DHX32	14.2902	13.7768
TNFRSF13B	0	0
FAM214B	6.29884	5.08275
SYNDIG1	0	0
SYNE4	28.3039	29.1061
CHST13	0	0
ARL14	0	0
CYTH3	16.916	14.7555
CRYBB1	0	0
AATF	21.5733	20.566
CHRNA9	0	0
KCNIP1	0	0
ALG1	15.9374	12.7669
DSC2	27.848	28.2797
GSTCD	4.46071	4.58309
OR10G9	0	0
RP4-539M6.19	3.92682e-06	2.18297e-10
TBC1D29	0	0.0136242
C22orf15	0	0
CELF5	0.0247586	0.0330096
RTN4	83.2626	82.6481
RP11-89K11.1	0	0
RRAGB	7.40243	7.10865
PCNXL4	10.637	11.556
PGBD1	0.276656	0.289608
PALD1	0.0274811	0.0262059
PSG11	0	0
TSPO	97.1358	92.5705
PPARD	9.6701	11.5432
XIAP	12.1522	9.28588
COL12A1	0.593701	0.690768
RASA4	0.961576	1.15188
ABHD16B	5.49423	5.07412
IQCF1	0	0
DYRK4	8.74297	9.17779
WFDC12	0	0
HEY1	0.193812	0.18511
TBX22	0	0
EXOSC7	42.0055	42.5625
RASA4B	0.876505	0.903575
FAM199X	6.47875	6.42055
PSMD9	61.8379	61.2638
USP28	5.37857	4.46598
IL11RA	2.51153	2.36317
MTMR3	5.79825	7.0537
ACE	0.0324507	0.00815817
KIR3DL2	0	0
HLA-DQB1	2.63117	2.8645
PPP2R2B	0	0.0303136
PKD2L2	0.962054	1.14496
GNG5	126.305	128.309
SPANXN5	0	0
CD22	0	0
SRXN1	27.359	28.344
PAN2	12.2039	12.1466
ALOX15B	0.0794641	0.136484
C18orf56	4.97537	4.1845
NT5C1B-RDH14	6.03707e-11	5.23029e-21
COPE	136.149	143.065
UBE2D4	7.8085	8.66441
MALT1	5.5395	5.41669
TATDN1	19.7623	21.8687
NRIP3	0.163919	0.148098
SLC31A2	1.91546	1.60714
USP9X	9.40706	9.44483
LINC00692	0	0
E2F4	15.9714	16.1414
ABCA4	0.229544	0.396624
ENKUR	0.0373945	0.143046
FAM9B	0	0
RTP1	0	0
SPG20OS	0	0
DDIT4L	1.42892	1.58823
RABL5	21.061	18.5543
MAMSTR	0.140481	0.167893
ZNF764	3.15655	3.2438
DNAJC24	2.2531	2.21406
DPP4	5.20578	4.67661
DHH	0	0.0224818
NOX5	0.311938	0.355238
LAMTOR5	141.546	140.561
SPATC1L	14.8096	15.2924
HHIPL2	0.0170216	0.0324892
KCMF1	27.6876	25.1348
MRPL50	10.8412	10.878
CEP63	12.9305	12.0928
AL353608.1	0	0.130766
COL22A1	0	0
SLC6A4	0.0370276	0
C1orf228	0.920701	0.590509
PHKG1	0.0302489	0
KRT3	0	0
GPR156	0.0658591	0.0359035
TAT	0.0105707	0.0100816
CLCA4	0	0
KLF17	0	0
ATOX1	100.65	104.568
FAM21B	2.65284	2.89685
IVNS1ABP	5.78008	6.08017
HAVCR2	0	0
FAH	19.7431	24.1411
ZNF860	0.0138761	0.0132385
JAK3	0.0105336	0.0145019
TDRD9	0	0.00829564
TGM7	0	0
TMPRSS6	0.192627	0.210028
OFD1	2.03109	2.2159
CCL18	0	0
MAGEA9	0	0
ATP1A1	125.727	125.674
LMO3	0	0
SIGLEC14	0	0
EXOSC4	46.2755	44.8133
PHOX2A	0	0
PNO1	7.39442	7.43014
FUZ	11.4017	11.8023
KHK	4.95434	4.82804
MAP6D1	0.697174	0.653217
SMIM22	0.615786	2.70899
AC026310.1	0	0
TK1	31.2906	32.3361
C7orf10	2.47734	1.84907
PPIL3	9.95114	10.5017
ZFP64	6.26248	5.48009
FDX1L	44.4826	43.7231
DEF8	39.6668	36.1177
MSX2	0.975308	1.05524
ZBED2	0	0
AK4	20.5965	22.413
CTD-2203A3.1	0	0
CRLF3	2.13131	3.37206
AC087645.1	4.74471	4.34452
HMOX2	25.5311	26.2261
CNN1	0	0.255059
ICK	8.42687	8.01954
SMR3B	0	0
CTNNA2	0.0762334	0.0872065
CDK2AP1	35.3883	38.5902
ALK	0.0197939	0
LYRM2	6.60781	7.36128
WRNIP1	24.1524	26.2986
CAND1	17.2874	17.5889
TPPP	1.77399	1.68376
VPS4A	48.2253	44.9921
RPRD1B	7.66004	7.5351
ANKFY1	7.26639	7.09362
ZRANB1	3.75559	3.98077
RHOBTB3	1.09066	0.751344
MBTPS1	17.7433	19.4193
CCDC94	13.2006	11.9111
TSPAN17	16.0499	17.0863
LAGE3	59.157	64.0396
ZNF263	20.0414	21.7533
MPC1	13.8033	18.0504
ZNF277	13.8766	11.7361
SERPINE1	0.0136898	0
PHF20L1	5.98207	7.15484
PHKB	48.4329	47.4635
MB	106.055	100.516
FAN1	18.4852	18.1584
MAEL	0.052699	0
MRPL30	8.73152	12.6877
FUNDC1	0	0
LRGUK	0.0542584	0.0776455
HTR1D	0	0
AP000974.1	0	0
CDK6	0.229582	0.0626599
ZNF720	8.84051	5.95781
SSB	69.1894	69.397
CPB1	0	0
NFKBIE	1.18424	1.3759
UGT2B4	0.106997	0.167963
ABHD5	9.58191	8.76424
ATP8B1	10.1591	10.754
CTD-2583A14.10	5.35997	7.93279
NUP214	5.76296	7.09644
SATL1	0.020844	0.0796294
MRPS7	42.7026	41.9912
CTSG	0.0635254	0
SUDS3	11.6056	11.2766
PCBD2	9.86316	9.32651
COX6A1P2	10.2923	10.5606
MOB1A	5.75833	5.39343
AL356215.1	0	0
CTH	6.8507	6.91986
C19orf47	3.71877	4.65738
OR2T6	0	0
IL1RL1	0	0
MTMR2	9.75236	9.48507
ATP5D	229.184	240.542
WNT2B	0.383496	0.479354
ANKRD55	0	0
NDUFA11	253.916	267.348
APOB	0	0
PRAMEF8	0	0.035696
PLEKHG7	0.0597515	0.150583
TAGLN2	57.5201	54.7503
TMEM17	0.847487	1.32466
SULF2	0.644481	0.82611
ZNF496	3.58989	3.64639
NFYA	11.82	11.4362
POLDIP2	44.8158	44.9808
AC103801.2	18.1389	15.2165
CASD1	4.51062	5.04615
SH3BP5	4.11079	4.13748
NEO1	11.3819	11.0103
KHDC1L	0	0.308962
ACOT1	5.08156	4.99737
PITHD1	13.0636	12.8398
STIL	2.40727	2.80494
EBI3	0	0
AC079354.1	0	0
RSPH4A	0.0322372	0.0328708
CRYGC	0	0
DPYS	0.0211231	0
MLPH	30.7781	31.844
CT62	0.0307532	0.0146713
KCNC4	0	0
CTNNAL1	12.901	12.833
MT-ND5	535.419	516.103
TMEM155	0	0
RIOK2	7.77936	7.06961
NELFA	19.6132	21.183
ZNF471	2.56076	2.60097
OR2T27	0	0
BCCIP	47.4717	46.3638
LBX1	0	0
MFSD7	2.0519	2.28654
TGFA	1.33089	1.5556
PCSK9	0	0.0451194
SNAP29	16.3735	16.3524
BCL7A	8.11942	7.87471
COG5	15.4653	13.2556
IFIT1B	0	0
TRAF6	0.937929	1.04674
GANAB	119.48	119.417
LL22NC03-63E9.3	0.110502	0.118601
KCNH8	0.51619	0.576776
TMPRSS2	148.092	154.153
SNX7	5.26949	4.98308
RPS7	517.206	548.544
GPR89B	4.76897	4.4305
ECHDC3	13.5578	16.013
FUT11	6.09263	6.6506
OR4Q3	0	0
GUCA2B	0	0
SPACA4	0	0.160523
ARHGEF33	0.0667836	0.0477998
TCEA2	33.2501	30.8241
SOST	0	0
NELL1	0	0
AC104667.3	2.20458	2.21748
FRK	1.51205	1.28731
THOC1	8.19824	9.05633
ZSCAN25	2.95511	2.55117
KIF22	25.2649	24.2946
CGA	0	0
MX1	0.883203	1.2034
ANO3	0	0
IGDCC4	0.0251738	0.017999
DACH2	0	0
FGA	0.0198322	0.0219687
DAZAP1	67.4325	64.4932
AQP7	0.142703	0.290031
RMI2	3.66696	5.35759
BAD	49.9297	45.2586
LRRC27	6.06784	3.83992
MILR1	0	0
HES7	0.279795	0.293617
TMEM18	14.033	13.0549
IRF2BPL	36.9924	35.0186
CDIPT	33.5198	32.5541
RIMBP2	0	0
XKR4	0	0
FBXO24	1.77371	0.949818
NOS2	0	0
GOLGA8N	0.232299	0.227052
RP1-130H16.18	4.28175e-09	0.286408
MAL	0	0
VPS13D	3.40689	3.31682
REG1B	0	0
DDN	0.0789688	0.0860805
SPC25	5.35099	5.42778
GAL3ST3	0	0
POU5F1B	0.358201	0.513468
KLHL31	0.286339	0.136771
LRRK1	0.350116	0.520223
MXRA7	1.57821	2.32452
TRIM8	22.023	22.2846
PPT2	4.93893	3.98996
PRND	0	0
C16orf70	11.6901	13.4608
TXNDC17	46.9532	43.1086
ATP6V1C1	10.918	12.5247
OR13F1	0	0
ELOVL1	35.8553	38.401
NUTM2D	0.85324	0.939547
PCDHGB2	0.564781	0.624145
CTSO	2.93862	2.8875
CA1	0.321988	0.278341
DAZ3	0	0
KPNA4	6.23801	6.15625
TUBA1B	417.572	417.434
PIGK	11.8698	13.5136
JAGN1	17.663	17.8225
SAP30L	2.85439	2.71075
PAGE2B	0	0
CDC14A	1.22923	0.92322
TSHB	0	0
UBE2V1	35.8515	38.8289
HNRNPA1L2	5.75348	4.85908
OXA1L	43.8538	44.1757
TRIM42	0	0
COX6B2	0.0468585	0.134246
PLAC1L	0	0
ADCY5	0.016757	0.0709453
DCN	0	0.077741
CORO7-PAM16	2.88853e-05	0.164361
ADRA1A	0.263105	0.0821865
PPEF2	0	0
CCL11	0	0
DPY19L4	5.48026	6.07572
OR52N2	0	0.147063
ATP6AP2	39.7044	41.0733
HNRNPC	320.352	325.867
SFTA2	0.213694	0
CORO1A	0.550008	0.316225
PRLR	0.177043	0.162123
PTH2	0	0
HAX1	110.315	115.209
ANKRD20A1	0.0595365	0.0750792
NXT2	2.70939	2.9633
PGAP1	0.559858	0.602724
HRC	0.177446	0.147791
FZD9	1.02242	0.957863
SHISA5	59.3232	53.9933
RALGAPB	11.7882	13.8144
ERO1L	3.63748	3.74659
PDE6D	10.7836	12.6112
NSRP1	21.9539	24.6387
HPS5	3.7795	4.07065
TAS2R9	0	0
KRT18	206.842	214.991
AF131215.5	0	0
MT1M	0	0
GPX1	189.049	175.59
PRR12	7.77555	7.82655
STRC	0.0703357	0.0922428
RNGTT	2.72193	2.68461
PRR15L	9.54178	11.0994
NAT8L	5.65779	5.75555
CAMK1G	0	0
ZNF345	1.2761	1.58402
PRKCA	0.666638	0.776615
C22orf29	7.68463	8.10513
TBCB	90.3924	92.5857
NMRK1	6.71984	7.43619
ABTB2	3.24862	3.2044
TADA1	5.50292	6.40359
TWISTNB	5.184	5.30101
SNCA	0.085334	0.0734926
SNAPC2	24.2078	24.4928
ATP6V1G2	0.982244	1.78544
C9orf62	0	0
KRTAP9-1	0	0
SLC20A1	8.66213	8.15011
AGMO	0	0
TRIB1	6.65512	7.1002
TMEM170B	1.85178	2.87672
SLN	0	0
S100A4	0.472804	0.2483
MRPL1	13.9775	13.5442
SLC8B1	6.28477	7.07685
FANCB	0.367375	0.423921
LARP1B	5.99034	6.07845
C1orf100	0	0
SCXA	1.34271	1.1833
SPEG	0.111464	0.0582913
DDX18	13.0678	14.7995
SDK2	0.0179727	0.00358
ATP6V0D1	51.0174	49.2269
OR2G2	0	0
USP20	7.14871	6.86268
CLEC4G	0	0
IRS2	0.595107	0.478312
CRIM1	0.266691	0.258712
LMAN1L	0.116711	0.104858
FASN	144.502	140.319
COMMD2	4.54609	4.45052
KIF11	3.51639	3.97303
KRT20	0.668255	0.740519
APAF1	1.16499	1.36792
CEA	0	0
ACAA2	8.26884	8.58316
GRN	42.1435	38.6517
NUDT12	9.6424	8.95936
INHBC	0.136662	0.02175
GJA4	0	0
MTCH1	66.0873	62.9444
C1orf21	7.49004	7.25913
TFAP2C	6.56955	6.32879
HCAR1	0.0165607	0
ZNF606	7.14873	9.49185
DNAH2	0.514147	0.525439
ACP2	27.1201	29.7456
TNFSF12-TNFSF13	4.58043e-10	4.11211e-10
CDKN2AIP	4.01835	4.3605
WASL	8.95294	9.16681
FCRL5	0	0
EMILIN2	0.0139209	0.013272
LPHN1	30.6251	28.605
HMGCL	15.8826	15.2218
CCNDBP1	17.8146	17.3017
HOXD1	0	0
FOSB	0.544942	0.602257
PDLIM2	7.967	8.05881
PIK3R3	31.8948	30.1912
RCCD1	9.00514	9.37086
PRDM7	0	0.0215489
CPNE7	17.3473	16.9075
TELO2	10.6588	10.4046
RP11-385D13.1	3.14643e-16	8.22152e-72
CYB561A3	38.8543	38.1619
MGLL	2.81985	2.13913
IQCF5	0	0
WDR12	3.89354	4.19166
LYPLA2	11.3679	11.3792
OR2AJ1	0	0
PRM1	0	0
AC073188.1	0	0
ERVW-1	0	0
CCDC135	0.0502775	1.05489
ITGB6	0	0.00849723
OR4C46	0	0
KLHL18	20.7364	21.0549
NR3C2	0.879906	1.03064
TP53I3	3.5133	4.2434
AC007040.11	8.41695e-09	2.56093e-09
FCRL2	0	0
C4BPA	0	0
RND3	0.0373263	0.0534432
FNTA	24.1698	24.3596
AQP2	0.0100538	0
USP8	9.58638	8.41566
FHOD3	0.863314	1.00558
MME	429.328	448.817
POLR1D	62.364	61.6194
HIPK3	6.99138	6.19882
FAM90A1	0	0
PPP2R2C	15.8103	14.1373
PRSS21	0	0
PLXND1	0.0115005	0.0164446
SLC25A33	19.0437	20.2418
SSR3	66.8411	71.0036
IMPG1	0.319904	0.633069
SERINC4	2.81559	3.16329
GPR97	0.015963	0.0304655
RP4-758J18.2	20.4102	19.231
LRRC39	0.0348038	0.232962
HIST1H4G	0	0
CLPP	82.0741	81.8784
ZNF483	0.661084	0.779284
FAM221A	4.08378	4.59673
NCAPH	9.29425	8.77648
EEF2	1790.13	1794.42
ANKRD11	18.5691	18.1277
SLTM	22.3381	23.0973
DCAF10	3.71339	3.97113
MSANTD3-TMEFF1	0.102772	0.214851
CCR6	0	0.0138138
P2RY12	0	0
FXYD6	0.202623	0.126216
TRAF3	9.09781	11.0357
CYB5RL	6.46834	6.70772
BEND3	0.76055	0.971952
AMN1	5.21531	3.12698
SPINK6	0	0
BTBD3	4.86482	5.59118
RHBDL1	0.942139	0.668002
NCAPD3	14.1219	14.0438
BOLA2B	16.3663	18.3111
RMDN3	30.7657	29.5466
CLEC17A	0	0
TREML1	0	0
ANKRD18B	0.011204	0.0106863
FKBP10	106.767	101.249
CALCRL	0.235947	0.0689524
PKIB	17.7735	20.1133
INF2	6.35879	6.38293
GMNN	17.8849	17.7046
SEC14L1	10.7579	8.63844
AC092964.1	0	0
RP11-351M8.1	0.146856	0
GSG1L	0	0
RMDN2	0.392653	1.06997
FBXW2	14.0655	14.873
OR52N4	0	0
TXNRD1	126.184	137.246
PEBP1	150.595	158.627
DMBX1	0.856514	0.931936
C10orf126	0	0
SPTBN1	0.244774	0.140427
B4GALT4	10.6643	10.1776
NME8	0	0
ATG16L1	4.3419	4.75706
EXD2	13.2805	13.318
BTBD18	0.0439705	0.0139819
GPR89C	2.51391	2.65014
NPIPA2	4.4173	4.68252
AC008387.1	0	0
PAPD5	4.10743	3.82329
DUSP9	0.399034	0.917656
TEX261	11.1757	11.0089
RHBDD3	24.0074	24.4683
FAM102A	12.811	12.8368
ABCC10	3.90252	3.87434
LRRC36	0.131151	0.267768
MRPL34	66.0496	58.9098
MTA2	41.1193	40.7786
CRIP2	9.40957	9.63671
CD163	0	0
SLC35F5	9.5631	9.36714
RNF19B	3.92204	4.15038
C1orf189	0	0
LRRC48	1.59017	2.31098
TMEM121	2.60943	2.9392
CA5A	0	0
HEBP1	21.1283	22.0814
FOXR2	0	0
CCDC27	0	0
OR8U1	0	0
MUC21	0	0
CHAF1B	2.71313	3.00515
TRIM28	126.125	124.742
PPARGC1B	0.735782	0.835148
SCAMP2	31.5531	28.8141
PATL2	0.222979	0.144208
NAMPT	32.2001	35.8927
IL13	0	0
GDPD2	0	0
IQCD	0.872997	0.812479
FLAD1	15.8074	13.9688
CT47A5	0	0
UBE2L3	49.6476	49.9079
RRNAD1	15.7157	17.8611
YJEFN3	5.18571	4.34649
EVA1B	4.69541	5.5005
ACAA1	51.5951	49.8287
FAM109A	3.7822	3.02241
RHBDL2	1.70541	1.90225
PLEC	11.2347	10.3547
TMTC2	2.23096	2.82465
MC3R	0	0
C6orf100	0.197667	0
ARSB	2.864	2.82608
DHFR	19.9949	20.2431
PARP2	14.6624	17.4567
PCDHA5	1.02171e-44	6.79186e-55
SS18L2	14.2818	13.9128
CD72	0.688906	1.20952
THOC2	25.714	25.9739
PIR	20.548	22.1893
CS	74.1707	78.3647
SAMD14	2.04051	1.76571
LAMP1	55.1534	58.8457
BNIP3	168.253	172.678
DDX3X	61.7988	64.3728
CTB-58E17.5	1.94701	1.75829
MOGAT3	0	0
POLR2G	45.4343	47.2366
HIRA	11.8562	11.1732
NFATC1	2.117	2.05252
AVL9	7.59352	7.21076
FBXO18	14.5584	15.35
CYTH2	19.8478	19.3738
TIMM10B	5.49647	6.18732
TPBG	0.0251406	0.0143389
DSCR8	0	0
C17orf97	3.36851	2.34078
DNAJC15	3.25221	3.61565
GORASP1	18.7519	14.3396
LHX8	0	0.0501457
PTCHD4	0	0.0134508
DDI1	0	0
RUNX1	0.165892	0.459037
PPP1R16B	0	0
PEX16	16.3586	16.7958
MADD	10.81	11.4837
PCTP	3.2417	2.97938
AC110619.2	0.0673544	0.0214384
ZFR2	0.00875013	0
FTL	269.211	272.599
WDR89	6.36372	5.71462
THBD	0	0
FEZ1	0.522229	0.375542
P2RY6	0	0
BEND5	0.0271178	0
IDH3A	31.3196	34.5417
QSOX1	27.763	26.3711
DCT	0.00913267	0.0176216
NPIPB3	8.58021	8.94919
NUAK2	1.65241	1.81509
FAM189B	11.1639	10.9651
TRA2A	24.957	24.8911
TBC1D5	29.5387	30.6507
APOE	0.252758	0.319705
RNF186	0	0
RUNX2	0.593387	0.53827
PSD3	1.5505	1.78616
SBK3	0	0
DCBLD1	2.98774	3.1533
TTYH2	3.43284	4.16231
GPR37L1	0	0.017771
PSORS1C2	0.0445157	0
KNCN	0	0
TUBGCP6	7.32982	6.70169
PEX13	7.99865	8.36841
OPLAH	16.2874	16.0892
CPT1C	1.72104	1.6379
NFAM1	0	0.00701945
ZNF578	0.646719	0.40135
TMTC1	0.0323022	0.0585279
CCDC147	0.0619097	0.0369113
RBM22	11.3327	11.1925
DLGAP1	0	0.0369029
TLR6	0.0349968	0.0333658
DIAPH1	20.0154	20.2459
ZNF772	7.19047	7.42487
NOC3L	2.54187	2.78566
RLN3	0	0
MMP25	0.310717	0.33058
KLK12	0	0
ZP2	0	0
PPM1H	3.80771	3.97457
AC037199.1	0	0
KIF20A	7.33711	7.45945
CCDC85C	27.1287	29.2192
NBPF3	0.830169	1.04653
TFPI2	0	0
SP140	0.141656	0.023707
SIN3B	15.843	17.4778
TOLLIP	27.0903	25.4886
PRRG3	0	0
AC006014.1	0	0
FAM219A	4.77674	5.74848
TMED2	276.985	291.328
SCAF11	14.5502	14.5077
PPAPDC3	0.0772607	0.279084
CDK5RAP1	10.0423	10.404
METTL21A	8.32968	8.03306
MSMO1	18.8687	18.4235
C9orf114	12.1985	12.5223
MRPL18	57.6189	58.805
ZNF343	2.87535	3.9925
TEX264	69.8464	66.7159
FAM104A	9.75393	13.4641
TMEM39A	11.417	12.2335
PRAMEF9	0	0
HLA-DQA1	0	0
IFNA10	0	0
LUZP1	1.07088	1.12787
C1orf86	84.7546	85.4015
ATXN7L2	2.48061	2.74273
CLRN1	0	0
PIK3IP1	18.2956	21.0442
RPL39L	0	0
NAPG	10.2498	10.7085
SCMH1	18.6834	19.8204
VASH1	1.23977	1.18719
PDZRN4	0	0
FAF2	17.5262	17.1352
CCL21	0	0
FGF12	0.3278	1.11046
SLCO1B3	0	0.153709
RP11-196G11.1	1.10807	1.52026
RWDD1	17.5545	18.5469
ZBTB7A	9.01517	9.76083
TMEM180	1.71209	1.93422
ASB18	0	0
KDM6B	20.3515	20.0612
NT5C1B	0	0.0582565
MC1R	1.68312	1.83388
GTF2IRD2B	4.43759	3.75653
RFK	12.2529	12.3619
SERPINF1	0.0306764	0.0586333
ZNF664	33.4827	34.7655
TMEM167B	7.20291	7.43277
PPP1R3C	0	0
RABAC1	60.5715	61.3048
KIN	3.86605	4.08411
MANEAL	8.8583	8.5155
HSF4	8.08883	10.4502
SIRPB2	0	0
AIMP1	39.3806	38.3414
ELF4	0.677027	0.752405
LIN52	1.5827	1.96839
ZMYM3	5.34802	5.007
GPRC6A	0	0
GPR146	0.734827	0.37787
PDE6B	0.133297	0.175438
MYO6	311.316	299.497
SMPDL3B	13.3804	14.225
STARD7	33.0072	30.7141
GPN3	16.945	17.1042
CFHR4	0	0
DCAF15	5.62656	5.55827
CEBPD	3.82401	3.61151
THAP10	2.06385	2.34105
BAALC	0	0
SCGB3A2	0	0
LCN1	0	0
UCK1	12.2651	12.3247
HIST1H2BF	1.01653	1.01314
UNCX	0	0
CCDC148	0.800819	0.699604
H2AFJ	24.2186	24.8977
CCRN4L	1.72889	1.52639
BIRC2	13.4078	11.2992
ST5	6.20535	4.90241
PSORS1C1	0.6727	0.326002
FADS3	8.35996	8.31796
APEX2	5.67213	5.34821
FMOD	0.0129092	0.0246296
PRSS58	0	0
BLCAP	20.5045	18.3837
SKI	15.1206	14.6685
AC108868.1	0	0
AP000721.4	2.44764e-69	0.219163
SLC25A35	6.70706	6.54274
MAT2B	15.0659	16.1904
DIABLO	32.3358	35.7743
ACAP1	0.0174994	0
OR51Q1	0	0
SLC25A3	296.797	314.458
WDR81	6.09677	6.09478
ADCYAP1R1	0	0
IGF2BP1	0	0
THOC6	17.894	15.3667
ARMCX3	20.8917	17.9528
CLCN2	3.57901	3.94626
PER1	3.03774	2.2814
SDAD1	12.2284	11.9121
SCUBE2	0	0.184001
NELFB	21.4929	22.2064
BSG	361.738	349.321
FAM189A1	0.301419	0.421986
MNDA	0	0
ODF2L	5.4683	8.70204
SNRPA	35.9279	39.7361
RANBP3	25.4592	28.7679
RBM47	36.8624	41.3731
ZBTB22	9.19651	8.18411
RP11-3B7.1	0	0
PRR23C	0	0
ZNF774	0.649484	0.624868
ADAMTSL5	0.0541627	0.0689279
CHAD	0	0.0509936
FAT1	8.95612	9.35509
TMPRSS5	0	0.0486126
CBX6	26.437	26.2397
B3GALT4	1.85533	2.2223
ITGA9	0.0195239	0
TXNDC2	0	0
OSGEPL1	2.89947	3.77759
C1orf141	0	0
NLRP7	0	0
OR11H1	0	0
HSPB1	539.278	512.512
TH	0	0
TFDP2	11.6318	9.6878
UBAP1	15.9753	16.078
PLEKHG6	0.663259	1.13852
RP11-1212A22.4	15.1323	15.7215
DOC2B	0	0
LINC00908	0	0
POLR3D	17.4512	15.7683
PAX1	0.799015	0.878447
ROR1	1.34795	1.67486
SCAMP3	44.9262	41.8087
SRRM2	57.7582	56.4987
GNPNAT1	15.0655	15.0746
MANBAL	33.6792	32.3472
XRCC4	3.11807	3.76945
HAP1	0.479336	0.215235
MAP2K5	8.85692	10.5047
STRN	2.32875	2.66297
RHBDD1	8.31774	10.4816
KLHL22	9.80882	10.063
PSG3	0	0
SEMA4C	3.66781	3.98371
SDCCAG3	20.2592	20.0595
SERPINB9	0	0
ZC3H12A	6.24142	7.07283
TBC1D10A	7.57106	7.2881
AL606500.1	0	0
GINS1	7.35497	6.12487
PAPL	0	0
C12orf68	0.113492	0.0361109
USP39	16.701	17.576
HEATR5B	4.66852	5.09345
RP11-664D7.4	0.383228	0.676054
RPL23	1691.84	1751.63
GDAP1L1	0.198103	0.123027
AMY1C	0	0
SCNN1G	0.545583	0.763285
ISM1	0.0675593	0.0483559
HSPA4	36.9266	38.7199
SLC1A1	2.35347	2.03872
ASPM	1.09511	0.90154
ZNF658	1.1387	1.91498
GMPR	0.440833	0.391233
ENO4	0.254883	0.291213
AMY2B	0.106376	0.305815
CLDN18	0	0
FAM219B	20.4523	22.1067
CCR1	0.0159436	0
LTF	0.370257	0.70695
NFAT5	5.00888	4.39138
SLC6A6	1.06876	0.972258
ZNF555	1.97721	2.33485
ULBP1	5.32885	5.07085
CD1B	0	0
PIK3R1	30.8818	27.5479
PSPC1	15.7262	14.9211
MARCH8	7.94895	7.54413
ZC3H10	4.80893	5.77315
CTD-2510F5.6	8.71001e-28	9.49309e-37
SNX1	52.24	52.6974
MFAP2	0	0
ARRDC4	5.35479	6.00182
PRDM11	0.90839	1.13392
PRDM10	2.13199	2.30905
GABRA4	0	0
PLXNA1	4.26728	3.96097
NADK	35.9908	31.8968
KCNJ6	0	0
ANXA6	28.8926	30.5811
APOA4	0	0
PRDX3	125.789	137.082
PRDM12	0.373479	0.220665
TMEM192	14.0016	15.1695
HIST1H2BD	19.4684	17.9974
PSMC4	79.8634	76.7054
AC138647.1	0	0
MUC15	0	0
B3GALT5	0	0
GATAD2B	3.34432	3.63446
USP7	27.9985	28.2162
BAHD1	4.76349	4.02734
AL139147.1	0	0
KRTAP13-3	0	0
