Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Carcinoma breast stage IV	7/392	1.393531426477069E-7	2.4794815921551454E-6	0	0	23.74909090909091	374.90919397272734	SMAD2;HDAC3;CDK6;KAT5;MAPK1;PGR;HIF1A
Liver and Intrahepatic Biliary Tract Carcinoma	8/607	1.5092045563901093E-7	2.6613205347057733E-6	0	0	18.487002146434534	290.36633811640706	HDAC2;MAPK8;HDAC3;XRCC5;CTNNB1;MAPK1;HIF1A;MAPK3
Virus Diseases	9/875	1.6761794811160788E-7	2.9296057302692524E-6	0	0	15.278735121691241	238.37238638498442	GSK3B;CREBBP;MAPK8;HDAC3;JUND;CTNNB1;MAPK1;FOS;MAPK3
Malignant tumor of cervix	9/884	1.828660937061626E-7	3.1680748690322025E-6	0	0	15.114461538461539	234.49349008036756	SMAD2;XRCC6;SMAD4;MAPK8;CTNNB1;MAPK1;PGR;HIF1A;MAPK3
Malignant neoplasm of kidney	7/421	2.2611466573164275E-7	3.8832736071303866E-6	0	0	22.052818035426732	337.45715249667177	SMAD4;MAPK8;CTNNB1;MAPK1;HIF1A;UBA52;MAPK3
Radiation Injuries, Experimental	3/12	2.524850480879744E-7	4.298775603221978E-6	0	0	350.3333333333333	5322.233803185608	MAPK1;HIF1A;MAPK3
Pulmonary Fibrosis	7/432	2.6922578679766966E-7	4.5446233241486975E-6	0	0	21.469960784313727	324.7914575382163	SMAD2;SMAD4;CREBBP;KAT5;FOS;HIF1A;MAPK3
Pancreatic Neoplasm	8/665	3.03055578314543E-7	5.072328535349343E-6	0	0	16.80452272233094	252.22495676151965	SMAD2;GSK3B;SMAD4;MAPK8;CTNNB1;MAPK1;HIF1A;MAPK3
Chronic Obstructive Airway Disease	8/669	3.172195793941752E-7	5.264778733642824E-6	0	0	16.699373244002594	249.88393753957862	SMAD2;SMAD4;HDAC2;CREBBP;HDAC3;XRCC5;MAPK1;HIF1A
Secondary malignant neoplasm of lymph node	10/1271	3.314288095410627E-7	5.4509887312101555E-6	0	0	12.369151467089612	184.54591918573632	SMAD4;MAPK8;HDAC3;XRCC5;CTNNB1;MAPK1;PGR;FOS;HIF1A;MAPK3
Precancerous Conditions	7/446	3.339593096083184E-7	5.4509887312101555E-6	0	0	20.77038724373576	309.7331381951001	SMAD4;MAPK8;JUND;CTNNB1;FOS;HIF1A;MAPK3
Cytomegalovirus Infections	6/270	3.563110961107496E-7	5.7681509411371345E-6	0	0	28.00284090909091	415.77110571066044	JUND;CTNNB1;MAPK1;PGR;FOS;MAPK3
cervical cancer	9/965	3.845461778856577E-7	6.174623588001415E-6	0	0	13.775185065980045	203.47604060022937	SMAD2;XRCC6;SMAD4;MAPK8;CTNNB1;MAPK1;PGR;HIF1A;MAPK3
Glucocorticoid Receptor Deficiency	4/56	3.882626530146595E-7	6.184022094386714E-6	0	0	85.15384615384616	1257.0056346647941	HDAC2;MAPK8;JUND;FOS
Cerebral Ischemia	6/275	3.968137172724535E-7	6.2696567329047655E-6	0	0	27.475371747211895	404.9814540476719	JUND;KAT5;MAPK1;FOS;HIF1A;MAPK3
Asthma	10/1313	4.4830265425940665E-7	7.026966207637524E-6	0	0	11.94359171143515	174.5890022546625	SMAD2;HDAC2;CREBBP;MAPK8;JUND;KAT5;MAPK1;FOS;HIF1A;MAPK3
Septicemia	7/468	4.620324076391034E-7	7.185149646356136E-6	0	0	19.756905278380334	288.20643998951346	CREBBP;JUND;KAT5;MAPK1;FOS;HIF1A;MAPK3
Hyperactive behavior	8/709	4.932445997114387E-7	7.61061003461009E-6	0	0	15.713878133278989	228.2010339242777	SMAD2;SMAD4;CREBBP;CDK6;MAPK1;FOS;HIF1A;MAPK3
Noninfiltrating Intraductal Carcinoma	6/287	5.096620775279826E-7	7.802965915641593E-6	0	0	26.28603202846975	380.87193222530647	NCOR2;SMAD4;CREBBP;CTNNB1;PGR;HIF1A
Primary Effusion Lymphoma	5/153	5.816998642112977E-7	8.837363321671638E-6	0	0	39.40779014308426	565.7899075555854	GSK3B;CDK6;XRCC5;CTNNB1;HIF1A
B-Cell Lymphomas	8/730	6.153786294265914E-7	9.27765490929403E-6	0	0	15.240205777601899	217.95061109012744	NCOR2;CREBBP;MAPK8;HDAC3;CDK6;MAPK1;PGR;MAPK3
Fibrosarcoma	6/298	6.350866164458305E-7	9.502242935458449E-6	0	0	25.28167808219178	360.75701773307776	SMAD2;MAPK8;JUND;MAPK1;FOS;HIF1A
Cocaine Dependence	5/157	6.610631699366942E-7	9.81653955357121E-6	0	0	38.36300309597523	545.8831467281321	NCOR2;JUND;MAPK1;FOS;MAPK3
Cutaneous Melanoma	6/301	6.733697877632384E-7	9.924666648002955E-6	0	0	25.020762711864407	355.5693382113243	CREBBP;CDK6;CTNNB1;MAPK1;HIF1A;MAPK3
Intestinal Neoplasms	5/158	6.821815114372231E-7	9.980062852507523E-6	0	0	38.11034217608612	541.0894975244082	HDAC2;CTNNB1;MAPK1;HIF1A;MAPK3
Cardiomegaly	5/159	7.038298262358565E-7	1.0221058138351591E-5	0	0	37.86096256684492	536.3660052270824	GSK3B;HDAC2;MAPK1;HIF1A;MAPK3
Malignant neoplasm of skin	6/307	7.55631754599376E-7	1.0893231498786626E-5	0	0	24.51453488372093	345.54981560511754	SMAD2;SMAD4;JUND;MAPK1;FOS;HIF1A
invasive cancer	5/166	8.710337910606499E-7	1.2465882154672344E-5	0	0	36.20204603580563	505.1483288927141	SMAD4;KAT5;CTNNB1;PGR;HIF1A
Aneurysmal disease	3/18	9.325101688170238E-7	1.3249694844702317E-5	0	0	210.13684210526316	2917.831119346567	SMAD2;JUND;FOS
Stromal Neoplasm	4/70	9.595295562668952E-7	1.3536220525907985E-5	0	0	67.04377104377105	929.0136497098683	SMAD2;CTNNB1;PGR;HIF1A
Malignant Neoplasms	10/1438	1.03857053303945E-6	1.4547353211013572E-5	0	0	10.82516339869281	149.1454778841121	SMAD4;CREBBP;MAPK8;HDAC3;CDK6;CTNNB1;MAPK1;FOS;HIF1A;MAPK3
Sepsis	7/529	1.051294848231693E-6	1.4621882572236576E-5	0	0	17.393614303959133	239.43158836474862	CREBBP;JUND;KAT5;MAPK1;FOS;HIF1A;MAPK3
Lymphoma, Non-Hodgkin	7/539	1.1914509977341687E-6	1.64553546889859E-5	0	0	17.057894736842105	232.67546117000157	NCOR2;CREBBP;MAPK8;CDK6;MAPK1;HIF1A;MAPK3
Endometrial Hyperplasia	4/75	1.267394639232359E-6	1.7382669531138258E-5	0	0	62.30672926447574	846.034866052178	NCOR2;CREBBP;CDK6;PGR
Malignant neoplasm of liver	8/805	1.2871539862548153E-6	1.75319249851949E-5	0	0	13.75228535579853	186.52330505632554	HDAC2;MAPK8;HDAC3;XRCC5;CTNNB1;MAPK1;HIF1A;MAPK3
Peyronie Disease	3/20	1.3009213387008683E-6	1.7598079752974075E-5	0	0	185.39628482972137	2512.5716226669324	SMAD2;HDAC2;HIF1A
Recurrent tumor	6/347	1.5413571377432013E-6	2.0708709843828725E-5	0	0	21.594941348973606	289.0018019069456	NCOR2;XRCC6;MAPK8;HDAC3;XRCC5;MAPK3
Hyperalgesia, Secondary	4/84	1.998959801360051E-6	2.649627924621544E-5	0	0	55.272222222222226	725.3309392000863	MAPK8;MAPK1;FOS;MAPK3
Allodynia	4/84	1.998959801360051E-6	2.649627924621544E-5	0	0	55.272222222222226	725.3309392000863	MAPK8;MAPK1;FOS;MAPK3
Hyperalgesia, Primary	4/85	2.0961630959571405E-6	2.7599480763435682E-5	0	0	54.58710562414266	713.7483490464186	MAPK8;MAPK1;FOS;MAPK3
Cystic Fibrosis	7/594	2.2753981886784167E-6	2.9703025161980725E-5	0	0	15.415900056785917	200.30426968062798	CREBBP;MAPK8;JUND;MAPK1;FOS;HIF1A;PIAS1
Renal fibrosis	5/202	2.2901938869546804E-6	2.9703025161980725E-5	0	0	29.53269632726187	383.5374083620332	SMAD2;SMAD4;MAPK8;MAPK1;HIF1A
Hemangiosarcoma	4/87	2.3010444809028106E-6	2.9703025161980725E-5	0	0	53.26639892904953	691.5122432153075	SMAD2;CTNNB1;MAPK1;HIF1A
Melanocytic nevus	5/203	2.346356871969575E-6	3.0091265078830587E-5	0	0	29.382055852644086	380.86920933640084	CREBBP;CDK6;MAPK1;FOS;HIF1A
Tactile Allodynia	4/89	2.520424172956849E-6	3.2115082203805015E-5	0	0	52.0078431372549	670.437440632254	MAPK8;MAPK1;FOS;MAPK3
Adenoid Cystic Carcinoma	5/208	2.6436696687898784E-6	3.34695358708975E-5	0	0	28.651115618661258	367.9760931879697	CREBBP;CTNNB1;MAPK1;HIF1A;MAPK3
Gastric Adenocarcinoma	6/383	2.7293836632049606E-6	3.4334603406559216E-5	0	0	19.497015915119363	249.78474699496843	SMAD2;SMAD4;CREBBP;CTNNB1;PGR;HIF1A
Aortic Valve Insufficiency	5/214	3.0387758858129057E-6	3.785794772606217E-5	0	0	27.82015198423867	353.42876297137684	JUND;PGR;FOS;HIF1A;MAPK3
Neoplasms	9/1236	3.0478043992120943E-6	3.785794772606217E-5	0	0	10.57983825465488	134.37546829031794	SMAD4;CREBBP;MAPK8;KAT5;CTNNB1;MAPK1;PGR;HIF1A;MAPK3
Traditional Serrated Adenoma	4/94	3.1365956918574518E-6	3.871735307136542E-5	0	0	49.10617283950617	622.2917152907637	HDAC2;CREBBP;MAPK8;JUND
Lung diseases	6/393	3.167027410278996E-6	3.885018096460259E-5	0	0	18.983527131782946	240.3830343034527	XRCC6;HDAC3;JUND;FOS;HIF1A;MAPK3
synovial sarcoma	5/217	3.253011631785577E-6	3.944711778548249E-5	0	0	27.422308546059934	346.50635298424976	GSK3B;MAPK8;CTNNB1;MAPK1;MAPK3
Huntington Disease	7/627	3.2556355438145044E-6	3.944711778548249E-5	0	0	14.570537634408602	184.10053591259546	GSK3B;XRCC6;HDAC2;CREBBP;MAPK8;HDAC3;MAPK1
Triple Negative Breast Neoplasms	7/632	3.4311717227761316E-6	4.132051312489549E-5	0	0	14.45024	181.82171619110417	SMAD2;MAPK8;HDAC3;MAPK1;PGR;HIF1A;MAPK3
Adult Hepatocellular Carcinoma	4/97	3.5561004954459454E-6	4.256544532427722E-5	0	0	47.51493428912784	596.1625622707741	SMAD2;SMAD4;CTNNB1;HIF1A
Esophageal Neoplasms	7/637	3.614571095006676E-6	4.300468622071196E-5	0	0	14.331851851851852	179.58580500040506	GSK3B;XRCC6;SMAD4;CTNNB1;MAPK1;HIF1A;MAPK3
Scrub Typhus	3/29	4.143191672683946E-6	4.870716400923091E-5	0	0	121.16599190283401	1501.7366509066526	JUND;MAPK1;FOS
Paget Disease Extramammary	3/29	4.143191672683946E-6	4.870716400923091E-5	0	0	121.16599190283401	1501.7366509066526	CTNNB1;MAPK1;MAPK3
Ductal Carcinoma	5/230	4.322682077294825E-6	5.051655090329752E-5	0	0	25.82091503267974	318.9305048651352	SMAD4;CREBBP;MAPK8;PGR;HIF1A
Metastatic melanoma	6/417	4.454944773734222E-6	5.1709963675819965E-5	0	0	17.853102189781023	219.9769253191675	JUND;CDK6;KAT5;MAPK1;FOS;HIF1A
Sarcoma	7/658	4.477166475222893E-6	5.1709963675819965E-5	0	0	13.854480286738351	170.6389862407425	SMAD2;SMAD4;CTNNB1;MAPK1;FOS;HIF1A;MAPK3
Bone necrosis	3/30	4.600272051318671E-6	5.282289128694404E-5	0	0	116.67251461988305	1433.8346311808384	CREBBP;CTNNB1;HIF1A
Carcinoid tumor no ICD-O subtype	4/104	4.695487347735517E-6	5.311183645611897E-5	0	0	44.17333333333333	541.9585913998206	SMAD4;JUND;FOS;MAPK3
Tumor Initiation	5/234	4.702008441900869E-6	5.311183645611897E-5	0	0	25.364757256614435	311.16268754858646	SMAD4;MAPK1;PGR;HIF1A;MAPK3
Metabolic Diseases	6/421	4.706112091048516E-6	5.311183645611897E-5	0	0	17.677409638554217	216.84256952847497	NCOR2;GSK3B;MAPK8;KAT5;CTNNB1;HIF1A
Cognition Disorders	5/237	5.003293520401909E-6	5.6005698509390374E-5	0	0	25.03296146044625	305.53766223351147	GSK3B;SMAD4;CREBBP;HDAC3;MAPK1
Myocardial Infarction	8/966	5.019244879069415E-6	5.6005698509390374E-5	0	0	11.345064121682075	138.43509378140018	SMAD2;NCOR2;GSK3B;SMAD4;MAPK8;MAPK1;HIF1A;MAPK3
Endometrial Neoplasms	5/238	5.107021960251803E-6	5.666499085110849E-5	0	0	24.92426155011361	303.6994877650149	CDK6;CTNNB1;PGR;FOS;HIF1A
Mechanical Allodynia	4/108	5.456813501652542E-6	6.0207858467954026E-5	0	0	42.465811965811966	514.6281230507192	MAPK8;MAPK1;FOS;MAPK3
Hyperalgesia, Thermal	4/109	5.660610305750462E-6	6.210947418809534E-5	0	0	42.05925925925926	508.1590805516886	MAPK8;MAPK1;FOS;MAPK3
Esophageal carcinoma	7/685	5.833544127593662E-6	6.365331299446124E-5	0	0	13.28416912487709	160.0992896420453	GSK3B;XRCC6;SMAD4;CREBBP;CTNNB1;MAPK1;HIF1A
Kidney Neoplasm	5/246	5.9990814105953625E-6	6.509992190069144E-5	0	0	24.08713692946058	289.62142686058746	CTNNB1;MAPK1;PGR;HIF1A;MAPK3
Renal Cell Carcinoma	9/1348	6.224696338765041E-6	6.717909983093418E-5	0	0	9.636985120928362	115.51840474115016	SMAD2;GSK3B;XRCC6;SMAD4;XRCC5;CTNNB1;MAPK1;HIF1A;MAPK3
Cocaine-Related Disorders	4/113	6.5325572748584185E-6	7.011848161872486E-5	0	0	40.50764525993884	483.60911346955226	JUND;MAPK1;FOS;MAPK3
Female infertility	3/34	6.761030305692242E-6	7.179050996635581E-5	0	0	101.59762308998302	1209.4521676379877	MAPK1;PGR;MAPK3
Parkinson Disease, Familial, Type 1	3/34	6.761030305692242E-6	7.179050996635581E-5	0	0	101.59762308998302	1209.4521676379877	GSK3B;MAPK8;MAPK1
Neuroendocrine Tumors	5/257	7.420553005897505E-6	7.837215073073567E-5	0	0	23.022875816993466	271.9291025657158	SMAD4;CTNNB1;MAPK1;PGR;HIF1A
Hyperalgesia	4/119	8.021680393248588E-6	8.427031264184022E-5	0	0	38.38260869565217	450.3570666147468	MAPK8;MAPK1;FOS;MAPK3
Memory impairment	5/267	8.930433050062168E-6	9.332066282472372E-5	0	0	22.132914234396047	257.31827170821674	CREBBP;MAPK8;KAT5;MAPK1;MAPK3
Rheumatoid Arthritis	10/1833	9.400452385169654E-6	9.713255037052561E-5	0	0	8.299049186322911	96.05944234002732	MAPK8;HDAC3;JUND;CDK6;KAT5;MAPK1;PGR;FOS;HIF1A;MAPK3
Uterine Cervical Neoplasm	4/124	9.442759327159957E-6	9.713255037052561E-5	0	0	36.77407407407407	425.4856835721647	SMAD2;SMAD4;CTNNB1;HIF1A
Polycystic Kidney Diseases	4/124	9.442759327159957E-6	9.713255037052561E-5	0	0	36.77407407407407	425.4856835721647	GSK3B;JUND;MAPK1;FOS
Thin upper lip vermilion	4/125	9.74788564748789E-6	9.975167955330873E-5	0	0	36.46831955922865	420.7882520861079	SMAD4;CDK6;CTNNB1;MAPK1
Rectal Carcinoma	5/276	1.0486054942304926E-5	1.067523634590321E-4	0	0	21.388105057521162	245.2245546446048	SMAD2;SMAD4;CTNNB1;HIF1A;MAPK3
Hereditary Nonpolyposis Colorectal Cancer	4/128	1.07070194488557E-5	1.0788960924229596E-4	0	0	35.58064516129032	407.2066432963179	SMAD2;SMAD4;HDAC2;CTNNB1
Cocaine Abuse	4/128	1.07070194488557E-5	1.0788960924229596E-4	0	0	35.58064516129032	407.2066432963179	JUND;MAPK1;FOS;MAPK3
Endometrial adenocarcinoma	4/129	1.1041679356833353E-5	1.106970392372887E-4	0	0	35.294222222222224	402.84237288685455	MAPK1;PGR;HIF1A;MAPK3
Infection	6/492	1.147045941799171E-5	1.144149361138062E-4	0	0	15.040123456790123	171.09246744094156	HDAC3;CTNNB1;MAPK1;FOS;HIF1A;MAPK3
Experimental Organism Basal Cell Carcinoma	5/282	1.1635717209307804E-5	1.1548010798182368E-4	0	0	20.918454024208962	237.66357454781468	CREBBP;MAPK1;FOS;HIF1A;MAPK3
Arteriosclerosis	8/1087	1.1969806014058087E-5	1.1820183438882361E-4	0	0	10.008738249702105	113.43026410617445	SMAD2;GSK3B;HDAC3;KAT5;MAPK1;FOS;HIF1A;MAPK3
polyps	5/285	1.2246356493024312E-5	1.2033111479464187E-4	0	0	20.691176470588236	234.02304274643836	SMAD2;SMAD4;HDAC2;CTNNB1;MAPK3
Adult T-Cell Lymphoma/Leukemia	6/500	1.2572051728577316E-5	1.2291981269277327E-4	0	0	14.790485829959515	166.89634978057296	CREBBP;JUND;CDK6;KAT5;MAPK1;FOS
Anoxia	5/288	1.288179914002145E-5	1.2486108694655294E-4	0	0	20.468717522344626	230.47151966398582	HDAC2;MAPK1;FOS;HIF1A;MAPK3
Clear Cell Sarcoma of Soft Tissue	3/42	1.2897043917517367E-5	1.2486108694655294E-4	0	0	80.7246963562753	908.8399970555669	CREBBP;FOS;HIF1A
Nasopharyngeal carcinoma	7/782	1.3863159303193701E-5	1.335597054819881E-4	0	0	11.563096774193548	129.3479878400975	GSK3B;HDAC2;CREBBP;MAPK8;MAPK1;HIF1A;MAPK3
Ureteral obstruction	4/138	1.4411689024065703E-5	1.3750878192794833E-4	0	0	32.908789386401324	366.8497734502965	SMAD2;MAPK8;HIF1A;MAPK3
Schizophrenia	10/1923	1.4412312840043191E-5	1.3750878192794833E-4	0	0	7.869402334901551	87.72359324316	GSK3B;HDAC2;CREBBP;MAPK8;HDAC3;KAT5;CTNNB1;MAPK1;HIF1A;MAPK3
Major Depressive Disorder	6/513	1.454431541444333E-5	1.3810107184387296E-4	0	0	14.40162721893491	160.40979327695615	GSK3B;JUND;MAPK1;FOS;HIF1A;MAPK3
Idiopathic pulmonary arterial hypertension	5/297	1.4944137991952262E-5	1.4121852887131925E-4	0	0	19.828767123287673	220.32122757725645	SMAD2;SMAD4;MAPK1;HIF1A;MAPK3
Hereditary Diffuse Gastric Cancer	5/300	1.5686044016383605E-5	1.4752350920170296E-4	0	0	19.624127617148556	217.0966050138463	SMAD4;MAPK8;CTNNB1;MAPK1;MAPK3
Enteritis	3/45	1.5907544914060914E-5	1.488976360439351E-4	0	0	74.94736842105263	828.0722664562938	JUND;MAPK1;FOS
Lymphatic Metastasis	4/142	1.6130209096747068E-5	1.502696366324314E-4	0	0	31.948470209339774	352.5455126914373	SMAD4;PGR;HIF1A;MAPK3
Lichen disease	2/6	1.7278715595310902E-5	1.6021344272647433E-4	0	0	499.35	5475.88964033087	SMAD2;SMAD4
Fibrosis, Liver	6/545	2.0485179639088264E-5	1.8905714853831459E-4	0	0	13.52435064935065	146.0063048054548	SMAD2;SMAD4;HDAC2;JUND;CTNNB1;MAPK1
Bipolar Disorder	7/837	2.153529532994385E-5	1.9782422454250745E-4	0	0	10.765943775100402	115.68886514491814	NCOR2;GSK3B;CREBBP;KAT5;MAPK1;HIF1A;MAPK3
Solid Neoplasm	7/840	2.2038752851380207E-5	2.0151174482164775E-4	0	0	10.72549019607843	115.0063012559062	SMAD2;SMAD4;HDAC2;MAPK8;XRCC5;MAPK1;HIF1A
Kaposi Sarcoma	5/323	2.2378700387437966E-5	2.03677111821152E-4	0	0	18.183499815020348	194.69802277605396	MAPK8;CDK6;CTNNB1;MAPK1;HIF1A
Hypertrophic Cardiomyopathy	5/328	2.4090664241735154E-5	2.1701802199227261E-4	0	0	17.897468584957203	190.3160641408515	HDAC2;MAPK1;FOS;HIF1A;MAPK3
Diabetic Nephropathy	6/561	2.411782905296255E-5	2.1701802199227261E-4	0	0	13.123648648648649	139.53797112757144	GSK3B;MAPK8;CTNNB1;MAPK1;HIF1A;MAPK3
Childhood Chronic Myelogenous Leukemia, BCR-ABL1 Positive	2/7	2.417415941179746E-5	2.1701802199227261E-4	0	0	399.46	4246.350193084194	MAPK8;MAPK1
granulosa cell tumor	3/53	2.6112306795911263E-5	2.3335658788201243E-4	0	0	62.93052631578947	664.1123782883907	CTNNB1;PGR;MAPK3
Non-alcoholic Fatty Liver Disease	5/334	2.6277994557514543E-5	2.3377945608599648E-4	0	0	17.565707133917396	185.26162546147222	GSK3B;JUND;FOS;HIF1A;MAPK3
Polycystic Kidney, Autosomal Dominant	4/161	2.6426386137727987E-5	2.3404534808077476E-4	0	0	28.0552016985138	295.7340212673969	SMAD2;JUND;MAPK1;FOS
Malignant mesothelioma	5/335	2.6657112848875426E-5	2.3503481194879004E-4	0	0	17.511586452762923	184.4399883126387	SMAD2;CDK6;CTNNB1;MAPK1;MAPK3
Rotavirus Infections	3/54	2.76286456378592E-5	2.410763299474998E-4	0	0	61.693498452012385	647.57551940516	MAPK8;MAPK1;MAPK3
Drug Withdrawal Symptoms	3/54	2.76286456378592E-5	2.410763299474998E-4	0	0	61.693498452012385	647.57551940516	MAPK1;FOS;MAPK3
Mental Depression	6/575	2.770851994839618E-5	2.410763299474998E-4	0	0	12.791520210896309	134.23127888085327	GSK3B;HDAC2;MAPK8;MAPK1;HIF1A;MAPK3
HER2 gene amplification	3/56	3.0832776538449746E-5	2.6708216519051863E-4	0	0	59.35948361469712	616.5629353234951	CTNNB1;MAPK1;PGR
Shprintzen-Goldberg syndrome	2/8	3.2210818955169004E-5	2.7780073116357546E-4	0	0	332.8666666666667	3442.9092260043108	SMAD2;SMAD4
Peutz-Jeghers Syndrome	3/57	3.252254285840293E-5	2.7926966150150343E-4	0	0	58.25730994152047	602.006402909338	SMAD2;SMAD4;CTNNB1
Ewings sarcoma	5/352	3.3780292292519756E-5	2.8881418734946545E-4	0	0	16.639260891676557	171.31172342869723	CREBBP;MAPK8;CDK6;MAPK1;HIF1A
Substance Withdrawal Syndrome	3/58	3.42720876283805E-5	2.917559183881529E-4	0	0	57.19521531100479	588.0342641064299	MAPK1;FOS;MAPK3
Adenocarcinoma of pancreas	5/354	3.4706953812942984E-5	2.941898445517699E-4	0	0	16.542221473116467	169.86496730786132	SMAD4;HDAC2;CTNNB1;MAPK1;HIF1A
Diabetes	8/1268	3.661800533987737E-5	3.090622245566573E-4	0	0	8.488888888888889	86.71374948734821	SMAD2;GSK3B;HDAC2;CREBBP;MAPK8;HDAC3;CTNNB1;HIF1A
Multiple malignancy	4/176	3.745275364886765E-5	3.1476250407027066E-4	0	0	25.589147286821706	260.815600721079	SMAD4;MAPK8;HIF1A;PIAS1
MYELOPROLIFERATIVE SYNDROME, TRANSIENT	3/61	3.9889174519359884E-5	3.338183037107448E-4	0	0	54.22867513611615	549.304244855207	CREBBP;CTNNB1;MAPK3
insulinoma	4/181	4.178254837990243E-5	3.475966817911161E-4	0	0	24.86001255492781	250.66429735068107	GSK3B;SMAD4;MAPK8;CTNNB1
Pemphigus Vulgaris	3/62	4.1887600134828165E-5	3.475966817911161E-4	0	0	53.30686886708296	537.3609958311199	HDAC2;MAPK8;MAPK1
Neoplasm Invasiveness	4/183	4.361316372150724E-5	3.6040166673630467E-4	0	0	24.579764121663562	246.7845564259148	CTNNB1;MAPK1;HIF1A;MAPK3
Hashimoto Disease	4/186	4.646836845517247E-5	3.823959487456901E-4	0	0	24.17094017094017	241.14715482599343	MAPK1;PGR;HIF1A;MAPK3
Malignant Peripheral Nerve Sheath Tumor	4/188	4.844635990332033E-5	3.970189245189114E-4	0	0	23.905797101449274	237.50536965951488	MAPK8;MAPK1;HIF1A;MAPK3
Medullary Neoplasms	2/10	5.1698634856081705E-5	4.219206770279395E-4	0	0	249.625	2463.8185157826147	SMAD4;CDK6
Cervical Adenocarcinoma	3/67	5.286868851405455E-5	4.296940733138179E-4	0	0	49.129934210526315	483.81681843371445	CTNNB1;PGR;HIF1A
Mucoepidermoid Carcinoma	3/69	5.7740525992608545E-5	4.673669624401716E-4	0	0	47.63636363636363	464.90953342059345	CTNNB1;MAPK1;MAPK3
Ataxia Telangiectasia	5/396	5.9177602869406665E-5	4.7704394149827823E-4	0	0	14.733714457650068	143.43223018497105	NCOR2;XRCC5;MAPK1;HIF1A;MAPK3
Rhabdomyosarcoma	5/397	5.988960047854268E-5	4.791072859490842E-4	0	0	14.695378151260504	142.88327466387554	SMAD4;MAPK8;MAPK1;HIF1A;MAPK3
Amyotrophic Lateral Sclerosis	6/660	5.991873398958166E-5	4.791072859490842E-4	0	0	11.080275229357799	107.72821245164857	HDAC2;CREBBP;MAPK8;MAPK1;HIF1A;MAPK3
Anemia, Diamond-Blackfan	3/70	6.0282980376351684E-5	4.80076154206833E-4	0	0	46.923016496465046	455.9256477413351	SMAD4;MAPK8;MAPK1
Vascular Diseases	5/401	6.280425320630068E-5	4.981461850700556E-4	0	0	14.543969102792632	140.71999504415592	SMAD2;SMAD4;JUND;FOS;HIF1A
Hypothalamic hamartomas	2/11	6.314522336867865E-5	4.988472646125613E-4	0	0	221.87777777777777	2145.5743861743645	MAPK8;MAPK3
Impaired cognition	6/671	6.568356591820867E-5	5.168328393962635E-4	0	0	10.89078947368421	104.88551017777668	GSK3B;CREBBP;MAPK8;HDAC3;MAPK1;HIF1A
Small cell carcinoma of lung	6/673	6.677802819145169E-5	5.212909315340596E-4	0	0	10.857008995502248	104.38076593050768	CREBBP;MAPK8;XRCC5;MAPK1;HIF1A;MAPK3
Malignant neoplasm of esophagus	6/673	6.677802819145169E-5	5.212909315340596E-4	0	0	10.857008995502248	104.38076593050768	SMAD2;GSK3B;XRCC6;SMAD4;CTNNB1;MAPK1
Withdrawal Symptoms	3/73	6.83478096678561E-5	5.293604866431992E-4	0	0	44.90526315789474	430.68193517339813	MAPK1;FOS;MAPK3
Dysplastic Nevus	3/73	6.83478096678561E-5	5.293604866431992E-4	0	0	44.90526315789474	430.68193517339813	CDK6;KAT5;MAPK1
Addictive Behavior	4/208	7.177327960740459E-5	5.515650864771365E-4	0	0	21.540305010893245	205.5375538275179	CREBBP;JUND;FOS;MAPK3
Constipation	4/208	7.177327960740459E-5	5.515650864771365E-4	0	0	21.540305010893245	205.5375538275179	SMAD4;CREBBP;PGR;FOS
Secondary malignant neoplasm of lung	6/683	7.24723566689383E-5	5.526366966067689E-4	0	0	10.691100443131463	101.91083401706206	SMAD2;MAPK8;CTNNB1;MAPK1;HIF1A;MAPK3
Liver Cirrhosis	6/683	7.24723566689383E-5	5.526366966067689E-4	0	0	10.691100443131463	101.91083401706206	GSK3B;HDAC2;JUND;XRCC5;CTNNB1;HIF1A
Lymphoma, Lymphocytic, Intermediate	2/12	7.572389207798609E-5	5.752103340539328E-4	0	0	199.68	1894.6470730177257	GSK3B;CTNNB1
Varicosity	3/76	7.708851726284747E-5	5.833326497859147E-4	0	0	43.05335255948089	407.7391959396414	JUND;FOS;HIF1A
Blast Phase	4/214	8.013804366875406E-5	6.040940314724782E-4	0	0	20.918518518518518	197.29844338723638	GSK3B;CREBBP;MAPK8;CDK6
Adenocarcinoma of prostate	4/216	8.307791846540345E-5	6.231989176544167E-4	0	0	20.71907756813417	194.67089211675597	SMAD4;HDAC2;CTNNB1;HIF1A
Cardiac Hypertrophy	3/78	8.330355152443848E-5	6.231989176544167E-4	0	0	41.90105263157895	393.5773991742032	GSK3B;HDAC2;HIF1A
Invasive Ductal Breast Carcinoma	4/218	8.60956915167529E-5	6.416565688512716E-4	0	0	20.523364485981308	192.0997421436609	SMAD4;MAPK8;PGR;HIF1A
Spinocerebellar Ataxia Type 1	3/79	8.653020976556561E-5	6.42470542432301E-4	0	0	41.34764542936288	386.8079242127714	CREBBP;HDAC3;KAT5
Parkinson Disease	7/1064	9.958300668048739E-5	7.366158733856276E-4	0	0	8.35364238410596	76.97479666459526	GSK3B;HDAC2;MAPK8;CDK6;MAPK1;HIF1A;MAPK3
